recordid,forminserted,formupdated,inspector,reportdate,reservation,sitelocation,facility,locationinfonumber,locationtype,itemlocation,latitude,longitude,deficiency,recommendation,additionalnotes,level,image1,image2,image3,completed
165,9/19/16 21:28,9/20/16 11:01,Kelly B. Coffman,9/19/16 0:00,Euclid Creek Reservation,Highland Picnic Area,Highland Romtec Restrooms,1,Bathroom,Romtec in Lower Highland,41.562188,-81.53188,"Rear grab bars angle with structure walls; lip at concrete pad exceeds 1/2""; signage does not comply",replace structure; remove and replace asphalt path at joint; add compliant signage at sides of doors,,Moderate,,,,TRUE
166,9/20/16 9:52,9/26/16 14:48,Kelly B. Coffman,9/20/16 0:00,Big Creek Reservation,Fern Hill Picnic Area,Fern Hill Picnic Shelter,1,Parking,Shelter Parking,41.414696,-81.753892,"Parking near shelter has 46 spots and one ADA with 8' aisle (502.2); ADA parking sign is low (502.6); swings on east side of parking lot do not have accessible route (403,1008.2)","Add van spot next to existing aisle; raise existing sign to 60"" and add sign at new van spot; add path to swings",,Minor,,,,TRUE
172,9/21/16 9:00,9/28/16 11:26,Sean E. McDermott,9/21/16 0:00,Rocky River Reservation,Big Met Golf Course,Big Met Clubhouse,3,Parking,Southern Club House Parking Lot,41.446309,-81.840374,ADA parking signs in poor condition (502.6); Running slope of 5% in southern ADA space (502.4),"Replace custom ADA signs, are existing custom signs allowable per ADA?; Adjust running slope with repaving parking lot","Southern parking lot is signed for four (4) ADA spots, five (5) short term spots, and one (1) typical spot.  Consider removing several short term spots and converting to ADA spots to meet the minimu quantity of ADA spots needed for the facility (north and south parking lots combined).",Moderate,,,,FALSE
167,9/20/16 10:16,9/26/16 14:43,Kelly B. Coffman,9/20/16 0:00,Big Creek Reservation,Snow Road Picnic Area,Snow Road Picnic Area Romtec Restrooms,1,Bathroom,Romtec near Shelter A,41.402051,-81.758033,"Rear grab bars angle with structure walls (604.5.1, 604.5.2, 609); lip at concrete pad exceeds 1/2  (303.3); signage does not comply (703.1, 703.4)",replace structure; remove and replace asphalt path at joint; add compliant signage at sides of doors,,Serious,,,,TRUE
168,9/20/16 11:26,9/20/16 11:40,Kelly B. Coffman,9/20/16 0:00,Euclid Creek Reservation,Welsh Woods Picnic Area,Welsh Woods Picnic Area Romtec Restrooms,1,Bathroom,Romtec at Welsh Woods,41.547725,-81.528473,"Rear grab bars angle with structure walls; lip at concrete pad exceeds 1/2""; signage does not comply; soap at 59 1/2""; Exterior Beam lower than 80"" = protruding object","replace structure; remove and replace asphalt path at joint; add compliant signage at sides of doors; lower soap to 48""; remove railings at front of concrete pad and move to sides to direct access to the front and avoid protruding beams",replace with CXT,Serious,,,,TRUE
171,9/20/16 13:59,9/20/16 13:59,Kelly B. Coffman,9/20/16 0:00,Euclid Creek Reservation,Rear Quarry Picnic Area,Rear Quarry Romtec Restrooms,1,Bathroom,Romtec at Rear Quarry,41.539233,-81.521956,"1 1/2"" threshold at edge of pad; non-compliant signage; sanitizer 54"" AFF; side bars angle with structure - noncompliant","grind edge of concrete pad or replace asphalt path; add signage at side of each door; lower sanitizer to 48""; eventually replace with CXT",,Moderate,,,,TRUE
172,9/21/16 9:00,9/28/16 11:26,Sean E. McDermott,9/21/16 0:00,Rocky River Reservation,Big Met Golf Course,Big Met Clubhouse,1,Parking,ADA Parking Spaces in main parking lot,41.447471,-81.839897,Signage too low and custom made (502.6); No van accessible space signed but striping width sufficient (502.6); Insufficient number of ADA spaces provided in lot of 128 spaces (208),"Raise signage to 60"" min; Add van accessible signage - see notes; Minimum of 5 ADA parking spaces required, only 2 provided, SEE NOTES","Although only minor modifications are needed to ADA parking spaces, consideration needs to be given to providing all the required ADA spaces in the southern lot due to accessible path issues from main parking lot to clubhouse and lack of sufficient quantity of ADA spaces in main lot",Serious,,,,FALSE
172,9/21/16 9:00,9/28/16 11:26,Sean E. McDermott,9/21/16 0:00,Rocky River Reservation,Big Met Golf Course,Big Met Clubhouse,5,Bathroom,Mens Room,41.446394,-81.840608,Incorrect signage and on wrong side of door (703); Door opening force is 15lbs (404.2.9); No knee clearance under lavatory (306.3); Faucet meter only permitting 4 seconds of flow (606.4); Clear floor space of paper towel dispenser and hand drier overlaps with door swing (305.3); Urinal does not have adequate clear floor space due to extension of privacy shield beyond rim of urinal (605.3); ADA stall door self closing mechanism not operating properly (604.8.1.2); Location of toilet paper dispenser too far from rim of toilet (604.7); Seat cover dispenser too close above the grab bar (609.3),Install correct signage; adjust door pressure; Replace / adjust shroud under lavatory; Adjust faucet meters to provide 10 seconds of flow; Relocate/remove paper towel dispenser; Shorten the depth of the privacy partition to not protrude beyond the rim of the urinal; Adjust stall door closer mechanism; Adjust location of toilet paper dispenser; Relocate seat cover dispenser,,Moderate,,,,FALSE
172,9/21/16 9:00,9/28/16 11:26,Sean E. McDermott,9/21/16 0:00,Rocky River Reservation,Big Met Golf Course,Big Met Clubhouse,8,Bathroom,Women's Restroom,41.446378,-81.840618,"Incorrect signage at doorway (703); Door opening force exceeds 5lbs (404.2.9); Metered faucets only flow for 4 seconds (606.4); Hand drier overlaps with clear floor space of the door (305.3); Lavatory knee clearance insufficient (306.3); ADA stall door not self closing (604.8.2.2); Toilet paper dispenser exceeds 7"" from front of toilet (604.9.6); Seat cover dispenser only 6"" above grab bar (609.3)",Install new compliant signage; Adjust door closure mechanism to reduce pressure; Adjust metered faucets; Relocate / remove hand drier; Remove / adjust shroud below sink; Adjust closing mechanism on stall door; Relocate toilet paper dispenser; Relocate seat cover dispenser,,Moderate,,,,FALSE
173,9/22/16 8:28,9/30/16 10:08,Thomas J. Kraft,9/22/16 0:00,Rocky River Reservation,Rocky River Nature Center,Rocky River Nature Center,1,Parking,Accessible spaces,41.409365,-81.881978,"Signs mounted below 60"" (502.6); running slope up to 5% at northern most space (502.4); van accessible space's access aisle is too narrow 60"" for space size (502)","Reinstall signs at least 60"" aff; repave northern accessible spaces; increase size of at least one access aisle for a van space to 96""",,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_420.jpg,,,FALSE
173,9/22/16 8:28,9/30/16 10:08,Thomas J. Kraft,9/22/16 0:00,Rocky River Reservation,Rocky River Nature Center,Rocky River Nature Center,3,Bathroom,Men's Restroom,41.4091,-81.883914,"Improper signage and located on door (703); Knee clearance is only 5"" deep at 27"" aff (306.3); Baby changing station in stall doesn't have clear floor space (305.3); Faucet metering only 4 seconds (606.4); Medical waster recycling container mounted too high (308.2.1)",Replace signage and install correctly; Potentially alter/remove angled façade under counter to give proper knee clearance; Relocate baby changing station; Modify faucet metering to minimum of 10 seconds; Lower medical waster recycling container within reach range,Bathroom door is power assisted,Unassigned,,,,FALSE
173,9/22/16 8:28,9/30/16 10:08,Thomas J. Kraft,9/22/16 0:00,Rocky River Reservation,Rocky River Nature Center,Rocky River Nature Center,4,Bathroom,Women's Restroom,41.40916,-81.883898,"Improper signage and located on door (703); Soap dispensers too high at 52"" aff; Knee clearance is only 5"" deep at 27"" aff (306.3); Baby changing station in stall doesn't have clear floor space (305.3); Faucet metering only 4 seconds (606.4); Medical waster recycling container mounted too high (308.2.1)",Replace signage and install correctly; Lower soap dispensers within reach range; Potentially alter/remove angled façade under counter to give proper knee clearance; Relocate baby changing station; Modify faucet metering to minimum of 10 seconds; Lower medical waster recycling container within reach range,Restroom door is power assisted,Unassigned,,,,FALSE
173,9/22/16 8:28,9/30/16 10:08,Thomas J. Kraft,9/22/16 0:00,Rocky River Reservation,Rocky River Nature Center,Rocky River Nature Center,5,Other,Accessible Route to Nature Center,41.409172,-81.882831,Asphalt is showing signs of wear with small gaps and cracks in surface (302.3); Map panel doesn't have clear ground space (305.3); Raccoon-proof garbage cans are not accessible (309.4),Resurface accessible route; Extend pavement to area in front of map panel to provide clear ground space suitable for a forward approach to the map; Seek out alternative designs/best practices for accessible animal-proof garbage cans,Asphalt path is around 325 feet long,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4351.JPG,,,FALSE
178,9/23/16 10:35,9/28/16 13:42,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rangers/Operations Administration Center,Ranger Headquarters and Park Operations Administration Building,1,Parking,Front visitor parking lot,41.448657,-81.838692,"Not signed (502.6); No van accessible space (502.2); Access aisle 45"" wide (502.3); Running slope up to 4.5% and cross slope up to 3.5% (502.4) ","Install sign; Convert space to van accessible; Increase access aisle width to 60"" or 96"" depending on size of modified van accessible space; resurface parking space and access aisle",Visitor parking lot has 9 parking spaces + 1 accessible space,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4267.JPG,,,FALSE
178,9/23/16 10:35,9/28/16 13:42,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rangers/Operations Administration Center,Ranger Headquarters and Park Operations Administration Building,4,Other,Entrance/Vestibule,41.448838,-81.838054,"Both sets of double door, interior and exterior, require 20 lbs operating force (404.2.9); Ranger counter too high at 43.6"" aff (904.4); Bench is not accessible by design and lacks clear floor space (903)",Consider installing power-assisted doors; Lower counter height; Remove bench,Assuming interior bench has follows same guidelines outlined in 903 and require clear floor space that doesn't overlap the accessible route,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4271.JPG,,,FALSE
178,9/23/16 10:35,9/28/16 13:42,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rangers/Operations Administration Center,Ranger Headquarters and Park Operations Administration Building,6,Bathroom,Men's Restroom,41.449068,-81.838258,"Improper signage installed on door (703); 2 doors both of which require 20lbs of operating force (404.2.9); Clear floor space of lavatory overlaps door (305.3); stall coat hook and baby changing mounted too high(308.2.1);  Side grab bar too short - only extends 48"" from rear wall (604.5.1)","Install appropriate signage; Consider removing 2nd interior door to prevent overlap of clear floor space; lower coat hook and baby changing station to 48"" max aff; Install new side grab bar that extends at least 54"" from rear wall",,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4276.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4277.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4278.JPG,FALSE
178,9/23/16 10:35,9/28/16 13:42,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rangers/Operations Administration Center,Ranger Headquarters and Park Operations Administration Building,7,Bathroom,Women's Restroom,41.449047,-81.838333,"Improper signage mounted on door (703); Operating force of both doors 20-25 lbs (404.2.9); Coat hook and baby changing station in stall mounted too high (308.2.1); Side wall grab bar is too short - only extends 48"" from rear wall (604.5.1)","Install new signage; Both doors need opening force of 5lbs max; Lower coat hook and baby changing station to max 48"" aff; Install new side grab bar that extends at least 54"" from rear wall",,Unassigned,,,,FALSE
179,9/23/16 11:28,9/23/16 12:36,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rocky River Stables,Rocky River Stables,4,Bathroom,Riding Ring Facility: Men's Restroom,41.435367,-81.842169,Incorrect signage (703); Urinal incorrect unit (605); Pseudo-accessible stall cannot reasonable be modified (604.9); Lavatory cannot reasonably be modified (606); Out-of-order shower in place (608); Coat rack/s and paper towel dispenser out of reach range (308.2.1); mirrors mounted too high (603.3),"Install new signage; install new urinal possibly in different location; install accessible stall possibly in new location; install new lavatory possibly in new location; Remove shower; Lower and possibly relocate coat racks, paper towel dispenser, etc; lower bottom edge of mirror to max 40"" aff",Restroom in need of a complete renovation,Critical,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4252.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4285.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4286.JPG,FALSE
179,9/23/16 11:28,9/23/16 12:36,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rocky River Stables,Rocky River Stables,6,Bathroom,Riding Ring Facility: Women's Restroom,41.451322,-81.702105,Incorrect signage (703); Improper maneuvering clearance at door (404.2.4); Pseudo-accessible stall cannot reasonable be modified (604.9); Lavatory cannot reasonably be modified (606); Coat rack/s and paper towel dispenser out of reach range (308.2.1); mirrors mounted too high (603.3),"Install new signage; reinstall door with hinges on opposite side; install accessible stall possibly in new location; install new lavatory possibly in new location; Lower and possibly relocate coat racks, paper towel dispenser, etc; Lower bottom edge of mirror to 40"" aff max",Restroom requires complete renovation,Critical,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4288.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4289.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4290.JPG,FALSE
179,9/23/16 11:28,9/23/16 12:36,Thomas J. Kraft,9/23/16 0:00,Rocky River Reservation,Rocky River Stables,Rocky River Stables,7,Parking,Main Parking Lot,41.436368,-81.842914,Neither space is signed as Van Accessible (208.2.4); Asphalt has sections of disrepair (303),Sign one space as Van Accessible; Resurface accessible spaces and access aisle,"31 spaces in lot, 2 accessible",Moderate,,,,FALSE
191,9/28/16 8:37,9/28/16 8:37,Ryan J. Denker,9/28/16 0:00,Hinckley Reservation,Top O'Ledges Picnic Area,Top O Ledges Picnic Area Restrooms,1,Bathroom,Bathroom off of Parking,41.2207,-81.698025,Operable parts of the hand sanitizer dispensers are mounted above the allowable reach ranges (308); Garbage cans in front of the doors block the tactile signage (305); The path from the bathroom to the shelter has a running slope of 5.6% and a cross slope of 3.4% (403.3),Provide dedicated accessible van space with proper deminsions and signage; Rework spaces and aisles to have proper slopes,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4303.JPG,,,FALSE
180,9/26/16 10:46,9/26/16 10:50,Ryan J. Denker,9/14/16 0:00,Hinckley Reservation,Ledge Lake Picnic Area,Ledge Lake Restroom and Storage Building,1,Bathroom,Bathroom off main parking lot,41.204212,-81.726267,"Vertical changes in level exceeding 1/4"" at threshold to both Men's and Women's Toilet Rooms (303.2); No tactile signage at Men's nor Women's Toilet Rooms (703); Toilet paper dispensers are not mounted with proper clearances and/or reach ranges (604.7); Mirros in the Men's and Women's Toilet Rooms exceed the allowable mounting height (603.3); Soap dispensers in both the Men's and Women's Toilet Rooms exceed the allowable Obstructed Reach Ranges (308); No plumbing guards on either the Men's nor the Women's lavatories (606.5); Change in level exceeds the allowable at the floor drains in both the Men's and Women's Toilet Rooms (303.2); Door hardware at both the Men's and Women's Toilet Rooms cannot be used with closed fist (309.4); The faucets in both the Men's and Women's Toilet Rooms require greater than 5 lbs. of pressure to operate (309.4); The faucets in both the Men's and Women's Toilet Rooms operate for less than 10 seconds (606.4); There is not and Accessible Route to the buildin","Raise the exterior slab around the perimeter of the building; Install tactile signs at both toilet rooms; Relocate toilet paper dispenser; Relocate mirrors in both toilet rooms; Relocate bothe soap dispensers; Provide insulated pipe guards on all both lavatories; Level floor to allowable slopes and changes in levels; Replace door hardware on both toilet room doors; Adjust faucets so they only require 5 lbs. of pressure or less to operate; Adjust faucets so they operate for a minimum of 10 seconds; Remove mulch path, and provide an accessible path that is firm, stable and slip resistant; Replace concrete walk around building to eliminate changes in level",Storage portion of the building was not accessed becuase it is not availble/used by the public,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_2151.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_2148.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_2162.JPG,FALSE
181,9/26/16 11:19,9/26/16 11:30,Ryan J. Denker,9/14/16 0:00,Hinckley Reservation,Brooklyn Exchange Cabin,Brooklyn Exchange Cabin CXT Restrooms,1,Bathroom,CXT between parking lot and cabin,41.21124,-81.708625,"Cross Slope of 3.4% at intersection of walk from shelter to CXT exceeds allowable limit (403.3); Running slope of 5.4% along walk at CXT exceeds allowable (403.3); Urinal is mounted more than 17"" max. to the rim (605.2); Urinal is mounted within the clear floor space of the water closet (604.3.2); Garbage and Recycle cans do not provide clear floor space infront of tactile signage (305.3)",Rework the concrete path to provide an area that does not exceed 2% slope in any direction; Rework the concrete path or provide handrails; Remove the urinal; Remove the urinal; relocate garbage and recycle cans,,Unassigned,,,,FALSE
182,9/26/16 12:03,9/26/16 15:16,Ryan J. Denker,9/14/16 0:00,Hinckley Reservation,Ledge Lake Picnic Area,Ledge Lake Concession Building,3,Bathroom,Pool Area Toilet Rooms,41.204116,-81.726899,"Path from toilet rooms to parking has change in level of 7.4% (403.3); There is a change in level greater than 1/4"" in the path from the parking to the toilet rooms (303.2); No tactile toilet room signs posted (703); Door hardware requires grasping, pinching or twisting so it is not accessible (309.4); Men's and Women's accessible stalls are to small to be accessible (604.3.1); Grab bars are wrong sizes and mounted in the wrong locations (604.5); Toilet paper dispenser mounted to far from water closet (604.9.6); Coat hooks in accessible stalls mounted too high (604.8.3); Baby changing stations mounted too high and without proper clear floor space (305; 306); No accessible urinals (605); No insulated pipe guards on lavatories (606.5); Benches in the changing stalls do not have clear floor space (903.2);  Benches in changing stalls are too small (903.3); Benches in changing stalls are not slip resistant (903.7); Hooks in changing stalls mounted to high at 64"" a.f.f. (604.8.2.3);","Rework path to have proper slopes; Rework path or grind concrete to result in an acceptable change in level; Provide tactile toilet room signs; Provide new door hardware that does not require grasping, pinching or twisting; Rework stalls and fixtures to provide proper accessible stall; Provide and install proper grab bar lengths and mounting heights; Mount toilet paper dispenser at proper locations; Install coat hook at proper height; Relocate changing stations with proper clearances; Lower one of the existing urinals to make accessible; Provide insualted pipe guards; Rework changing stall benches to have proper clear floor spaces;  Provide benches of proper length and depth;  Provide bench that is slip resistant; Relocated hooks in changing stalls to proper heights; ",,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_2119.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_2118.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_2114.JPG,FALSE
185,9/26/16 16:14,9/28/16 12:07,Ryan J. Denker,8/18/16 0:00,Hinckley Reservation,Johnson Picnic Area,Johnsons Picnic Area Romtec Restrooms,2,Bathroom,Toilet Room building,41.217831,-81.715878,"Path from parking has cross slope of 3.4% (403.3); Changes in elevation greater than 1/4"" located at the floor drains (303.2); No wall mounted tactile toilet room signage (703); No rear grab bar (604.5.2); Hand sanitizer mounted with operable parts higher than 48"" (308); Toilet paper dispenser mounted to far from water closet and too close to grab bar (604.9.6); Gap in concrete walk exceeds allowable 1/4"" (303.2)",Provide and accessible path from parking lot; Raise floor drains or rework slab to eliminate changes in level; Provie tactile wall signage at each toilet room door; Provide a rear grab bar; Relccate hand sanitizer so any operable parts are within allowable reach ranges; Relocate the toilet paper dispensers to proper locations; Fill gap or replace concrete to eliminate gap,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_17.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_18.JPG,,FALSE
186,9/26/16 16:40,9/28/16 11:58,Ryan J. Denker,8/31/16 0:00,Hinckley Reservation,Whipps Ledges Picnic Area,Whipps Ledges Picnic Shelter,2,Parking,Parking at Whipps Ledges shelter,41.218851,-81.703533,8.4% cross slope and6.4% running slope measured (403.3); No accessible parking spot designated a van accessible space (208.2.4); No sign for van accessible space (502.6); Garbage and recycling cans are ot accessible,Rework parking to provide an accessible path; Designate a van accessible parking space; Provide signage for Van Accessible parking space; Relocate garbage and recycling cans to provide proper clear floor space,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4283.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4287.JPG,,FALSE
188,9/27/16 10:59,9/27/16 12:29,Thomas J. Kraft,9/27/16 0:00,Rocky River Reservation,Memorial Field Picnic Area,Memorial Field Romtec Restrooms,5,Bathroom,Restroom,41.469,-81.832893,"Romtek has the many typical ADA deficiencies, cannot be modified (604); No signage (703)",Replace Romtek with CXT; Add signage,,Unassigned,,,,FALSE
192,9/28/16 9:19,9/28/16 9:19,Ryan J. Denker,8/31/16 0:00,Hinckley Reservation,Top O'Ledges Picnic Area,Top O Ledges Picnic Shelter,2,Other,Shelter,41.220922,-81.697943,"Gaps and changes in level at the sewer grate (302.3); Grills do not have a level surface around them (302.1); Grills do not have 48"" clear on all sides of the grill (1011.2.1); There are no 36"" clear space between the tables and columns (403.5.1); column mounted signs are protruding objects (307); Path to accessible parking has a running slope of 10.2% and cross slope (402); Garbage and recycling cans are not on an accessible route (402)",Replace grate with one that has proper ground surfaces; Relocate grills and provide concrete pad as needed to provide proper clearances; Relocate tables so they have accessible path on all sides; Remove or relocate sign; Provide an accessible path from the parking to the shelter,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4309.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4304.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4305.JPG,FALSE
193,9/28/16 9:27,9/28/16 9:35,Ryan J. Denker,9/28/16 0:00,Hinckley Reservation,Spillway Pool Swimming Area,Spillway Bathhouse and Concession Building,3,Bathroom,Toilet and Changing Rooms,41.226735,-81.71947,"No tactile signage is provided at Men's or Women's Bathrooms (703); Change in level greater than 1/4"" at door threshold (303.2); Benches in Men's and Women's changing areas are deep enough (903.3);  The lavatories  in Men's and Women's bathrooms do not have proper knee clearances (306); The faucets in  in Men's and Women's bathrooms do not operate for 10 second minimum (606.4); No insulated pipe guards at the lavatories  in Men's and Women's bathrooms (606.5); No accessible water closet stall is provided  in Men's and Women's bathrooms (604); Coat hooks in the Womens' changing area are mounted above allowable reach ranges (308); The mirror in the Women's bathroom are mounted too hight (603.3); ",Provide tactile bathroom signage; Grind down concrete to remove change in level at threshold; Replace benches or portion of benches to be accessible; Replace or relocate lavatories to be accesssible; Adjust the faucets to operate for at least 10 seconds; Provide insulated pipe guards; Rework partitions and fixtures to provide and accessible stall; Lower coat hooks to within allowable reach ranges; Lower mirror to within allowable heights,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4378.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4379.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4382.JPG,FALSE
195,9/28/16 11:05,9/29/16 12:23,Kelly B. Coffman,9/28/16 0:00,North Chagrin Reservation,North Chagrin Nature Center,North Chagrin Nature Center,1,Parking,Nature Center Parking,41.561526,-81.434341,144 total spaces w/ 4 ADA short one space and no van; 56” to bottom of sign; no access to adjacent sidewalk,Stripe 8’ access aisles at north end and south end and sign/stripe adjacent spaces for van ADA;  raise all existing signs to 60”; remove parking blocks at aisles and connect asphalt pavement,,Minor,https://my.cmparks.net/getattachment/Departments/Planning-Design/ADA-Reports/ncnc-pkg-(1).JPG,,,FALSE
195,9/28/16 11:05,9/29/16 12:23,Kelly B. Coffman,9/28/16 0:00,North Chagrin Reservation,North Chagrin Nature Center,North Chagrin Nature Center,5,Bathroom,Men’s Room,41.444986,-81.71611,"Needs signage next to door with Braille; door pressure 10#; pipes lack insulation; dryer and sharps containers protrude 6+”; urinals both too high; accessible stall door swings in and stall is 44”x84”, grab bars noncompliant;",Add compliant sign; adjust door pressure to 5#; insulate pipes; replace with 4” wide units; relocate urinal to 17” max ht and verify other dimensions; reconfigure stall and fixtures to meet 60”x59” min. size req. ,,Critical,https://my.cmparks.net/getattachment/Departments/Planning-Design/ADA-Reports/ncnc-mens-(1).JPG,https://my.cmparks.net/getattachment/Departments/Planning-Design/ADA-Reports/ncnc-urinal-(1).JPG,https://my.cmparks.net/getattachment/Departments/Planning-Design/ADA-Reports/ncnc-mens-stall-(1).JPG,FALSE
195,9/28/16 11:05,9/29/16 12:23,Kelly B. Coffman,9/28/16 0:00,North Chagrin Reservation,North Chagrin Nature Center,North Chagrin Nature Center,6,Bathroom,Women’s Room,41.561775,-81.435707,"Needs signage next to door with Braille; door pressure 10#; pipes lack insulation; dryer and sharps containers protrude 6+”; accessible stall door swings in and stall is 44”x84”, grab bars noncompliant;",Add compliant sign; adjust door pressure to 5#; insulate pipes; replace with 4” wide units; reconfigure stall and fixtures to meet 60”x59” min. size req. ,,Critical,,,,FALSE
198,9/28/16 11:27,9/28/16 11:27,Ryan J. Denker,8/18/16 0:00,Hinckley Reservation,Ledge Lake Picnic Area,Ledge Lake Reserved Picnic Shelter A,1,Parking,Parking between Shelter A and Concession Building,41.20374,-81.727594,Need an additional accessible parking space (208); One of the spots needs to be striped and signe as van accessible (208.2.4); Cross slope at existing accessible space is 5.7% and3.9% at existing accessible aisle (502.4); Parking lot is on steep incline and cannot serve as accessible route to the building or shelters (402); No accessible path to basketball or volleyball court (402),Provide additional accessible parking spaces; Provide dedicated van accessible space (s); Rework pavement so slopes are within allowable ranges; Provide an accessible path from the accessible parking; Provide an accessible path to the courts,Parking serves two areas so it might be wise to put additional accessible parking so both facilities have accessible park on the shortest route,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4127.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4128.JPG,,FALSE
202,9/28/16 11:41,9/29/16 8:03,Ryan J. Denker,8/18/16 0:00,Hinckley Reservation,State Road Sledding Hill,Hinckley Sledding Hill CXT Restrooms,2,Bathroom,CXT,41.224669,-81.708148,"Changes in level exceeding 1/4"" near doors (303.2); Garbage cans block clear floor space in front of tactile toilet room signs (305); Urinal was mounted too high (605.2); Urinal encroaches on required water closet clear floor space (604.3.2)",Level path to the toilet rooms; Relocate garbage cans; Remove urinal; Remove urinal,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4297.JPG,,,FALSE
203,9/28/16 13:57,9/28/16 14:28,Christopher W. Cheraso,9/28/16 0:00,Bedford Reservation,Hermits Hollow Picnic Area,Hermits Hollow Picnic Shelter,1,Parking,Parking,41.373649,-81.571577,No labelled van space (502.6); signs too low (502.6); move spaces closer to CXT (502.3),Label van space; raise signs; provide additional ADA spaces to accomodate CXT,"58 total spaces, 6 handicap spaces",Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/003.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/004.JPG,,FALSE
213,9/29/16 7:08,9/29/16 7:08,Sara B. Maier,8/1/16 0:00,Brecksville Reservation,Meadows Picnic Area,Meadows Romtec Restrooms,1,Bathroom,Meadows Restrooms (being replaced),41.419309,-81.717488,"Accessible route to restrooms on the men’s side exceeds maximum slope at 9.7% (403.3); Braille gender signs are on the outside pillars of the structure, not next to the door (703.4.1)","Reduce slope on accessible route, possibly extending the path to allow a more gradual approach; Move hand sanitizer dispenser; Move or add Braille gender signs next to the doors","Restrooms will be replaced due to fire, so no internal assessment was done. Consider moving the hand sanitizer location.",Unassigned,https://my.cmparks.net/getattachment/Departments/Planning-Design/ADA-Reports/IMG_5131.JPG,https://my.cmparks.net/getattachment/Departments/Planning-Design/ADA-Reports/IMG_5126-(1).JPG,,TRUE
